1	1.0075754429234378E-5
10	1.2879162393554384E-4
100	2.060663076195135E-8
1000	8.847776015826547E-7
1001	8.847776015826548E-7
1002	8.463967638383589E-7
1003	5.708594282960746E-7
1004	6.552557086627907E-7
1005	5.708594282960746E-7
1006	7.946511948369207E-7
1007	7.887097994360596E-7
1008	8.463967638383589E-7
1009	7.700660863502207E-7
101	2.060663076195135E-8
1010	7.097286408169814E-7
1011	7.097286408169814E-7
1012	7.316847947119251E-7
1013	7.28176952239586E-7
1014	7.28176952239586E-7
1015	8.758487591003669E-7
1016	8.702659366455915E-7
1017	8.702659366455916E-7
1018	7.69864649170636E-7
1019	7.790878194674252E-7
102	7.654175069656738E-7
1020	1.219885296321813E-4
1021	1.2902062755564507E-4
1022	5.738599180978192E-7
1023	2.8499094639109817E-8
1024	7.302470140733884E-8
1025	7.753694731003383E-6
1026	7.753694731003383E-6
1027	1.9073682214642663E-6
1028	5.109077784892964E-7
1029	6.667407690154276E-7
103	2.060663076195135E-8
1030	8.572381315912641E-7
1031	7.552423753455066E-8
1032	9.731404170776982E-9
1033	8.572381315912641E-7
1034	4.633310531758498E-5
1035	5.363905359340721E-7
1036	5.381832058039376E-7
1037	5.363905359340721E-7
1038	8.739502169103384E-7
1039	1.7880245898963676E-4
104	2.060663076195135E-8
1040	1.7880245898963678E-4
1041	1.7880245898963673E-4
1042	1.7880245898963678E-4
1043	1.788024589896367E-4
1044	1.7880245898963676E-4
1045	1.7880245898963673E-4
1046	1.7880245898963678E-4
1047	1.788024589896367E-4
1048	1.7880245898963678E-4
1049	1.788024589896367E-4
105	2.060663076195135E-8
1050	1.788024589896367E-4
1051	1.7880245898963676E-4
1052	1.7880245898963673E-4
1053	1.7880245898963678E-4
1054	1.788024589896367E-4
1055	1.7880245898963676E-4
1056	1.7880245898963673E-4
1057	1.7880245898963678E-4
1058	1.788024589896367E-4
1059	1.7880245898963678E-4
106	2.1208511050689016E-4
1060	1.7880245898963676E-4
1061	1.788024589896367E-4
1062	1.7880245898963678E-4
1063	1.788024589896367E-4
1064	1.7880245898963678E-4
1065	1.7880245898963673E-4
1066	1.2561297886074795E-8
1067	1.2561297886074795E-8
1068	1.2561297886074795E-8
1069	1.2561297886074795E-8
107	7.03368169386076E-5
1070	1.2561297886074795E-8
1071	1.2561297886074795E-8
1072	1.2561297886074795E-8
1073	1.2561297886074795E-8
1074	1.2561297886074795E-8
1075	1.2561297886074795E-8
1076	1.2561297886074795E-8
1077	1.2561297886074795E-8
1078	1.2561297886074795E-8
1079	1.2561297886074795E-8
108	3.959815658961848E-5
1080	1.2561297886074795E-8
1081	1.2561297886074795E-8
1082	1.2561297886074795E-8
1083	1.2561297886074795E-8
1084	1.2561297886074795E-8
1085	1.2561297886074795E-8
1086	1.2561297886074795E-8
1087	1.2561297886074795E-8
1088	1.2561297886074795E-8
1089	1.2561297886074795E-8
109	3.607904180913462E-5
1090	1.2561297886074795E-8
1091	1.2561297886074795E-8
1092	1.2561297886074795E-8
1093	1.2561297886074795E-8
